,date,account_value
469,2020-11-10,1205966.0044317963
470,2020-11-11,1236514.876502681
471,2020-11-12,1207311.706892848
472,2020-11-13,1201646.599294448
473,2020-11-16,1251310.5073161842
474,2020-11-17,1230927.2868508103
475,2020-11-18,1228076.1039190055
476,2020-11-19,1270438.9632611992
477,2020-11-20,1282362.7172611954
478,2020-11-23,1339243.4262035135
479,2020-11-24,1328225.0581304315
480,2020-11-25,1380063.6874683145
481,2020-11-27,1444035.2087985757
482,2020-11-30,1467169.5787343744
483,2020-12-01,1430459.9577419045
484,2020-12-02,1468210.364817691
485,2020-12-03,1445898.7512207748
486,2020-12-04,1483805.0798945192
487,2020-12-07,1457018.4270497086
488,2020-12-08,1485808.7994959597
489,2020-12-09,1325415.0719189406
490,2020-12-10,1347953.7077881577
491,2020-12-11,1308181.322010398
492,2020-12-14,1279151.983503032
493,2020-12-15,1334859.7171449424
494,2020-12-16,1334858.3321449044
495,2020-12-17,1383366.9244855642
496,2020-12-18,1423045.4509460214
497,2020-12-21,1418073.8689869642
498,2020-12-22,1613786.2836917639
499,2020-12-23,1669173.3681483986
500,2020-12-24,1648171.3073337316
501,2020-12-28,1690253.2999784232
502,2020-12-29,1609429.1703387976
503,2020-12-30,1603391.2860650779
504,2020-12-31,1582221.3562198402
