,date,account_value
421,2020-09-02,677200.0259305483
422,2020-09-03,700831.3185158258
423,2020-09-04,702522.5559021956
424,2020-09-08,701249.7820063119
425,2020-09-09,698274.0329762942
426,2020-09-10,691883.2739136224
427,2020-09-11,676937.5379858022
428,2020-09-14,683356.8166588789
429,2020-09-15,669199.0999319082
430,2020-09-16,673928.418673039
431,2020-09-17,668755.7256054407
432,2020-09-18,664435.0437253003
433,2020-09-21,644949.3553370481
434,2020-09-22,643212.7259926323
435,2020-09-23,636252.1056302076
436,2020-09-24,632763.4979566102
437,2020-09-25,632762.8949565892
438,2020-09-28,629696.2844378
439,2020-09-29,616964.6901124483
440,2020-09-30,618284.111363173
441,2020-10-01,624457.5565037256
442,2020-10-02,631970.9758759027
443,2020-10-05,634185.3622015482
444,2020-10-06,623084.7562015539
445,2020-10-07,629759.1794454103
446,2020-10-08,644476.5800426966
447,2020-10-09,641793.9536004548
448,2020-10-12,640897.3314549451
449,2020-10-13,637304.7138805394
450,2020-10-14,636854.0905808455
451,2020-10-15,643618.4828819281
452,2020-10-16,638645.8498470788
453,2020-10-19,635927.2364391809
454,2020-10-20,646822.6376963621
455,2020-10-21,655011.9958857542
456,2020-10-22,677355.3551925188
457,2020-10-23,687408.6446042543
458,2020-10-26,665423.9207306867
459,2020-10-27,651653.2369759565
460,2020-10-28,636012.6068914419
461,2020-10-29,640160.9809435373
462,2020-10-30,640622.3715178972
463,2020-11-02,634602.7452192788
464,2020-11-03,658266.1478394037
465,2020-11-04,642920.4923870569
466,2020-11-05,651307.8583876139
467,2020-11-06,657378.2197319991
468,2020-11-09,710261.5457718378
469,2020-11-10,712605.784717322
470,2020-11-11,696625.0025456911
471,2020-11-12,676842.2579522615
472,2020-11-13,694305.576057387
473,2020-11-16,725522.855394364
474,2020-11-17,762494.0407371527
475,2020-11-18,771518.1408053404
476,2020-11-19,780561.2672265058
477,2020-11-20,774359.3437676436
478,2020-11-23,839366.4223567969
479,2020-11-24,860920.3722206121
480,2020-11-25,867639.3027001387
481,2020-11-27,860423.2210488326
482,2020-11-30,829574.1195006378
483,2020-12-01,838750.0782331473
484,2020-12-02,865853.0585426337
485,2020-12-03,878946.9384909637
486,2020-12-04,902759.850715924
487,2020-12-07,900323.6694271094
488,2020-12-08,893002.5210428245
489,2020-12-09,900336.3503889091
490,2020-12-10,901805.1703044898
491,2020-12-11,871362.005923558
492,2020-12-14,834460.8979235656
493,2020-12-15,854672.8574009902
494,2020-12-16,831947.7815165527
495,2020-12-17,838876.7705110557
496,2020-12-18,839371.7398635871
497,2020-12-21,840861.6835922248
498,2020-12-22,824426.6413916595
499,2020-12-23,874325.6283916481
500,2020-12-24,855324.5096695907
501,2020-12-28,900914.4270249375
502,2020-12-29,893383.2801747329
503,2020-12-30,919538.1042304046
504,2020-12-31,880224.9146886833
